A donut was given to Aurora by the chicken .	give ( theme = donut , recipient = Aurora , agent = * chicken )
The girl shortened a cake in the car .	shorten ( agent = * girl , theme = cake ( nmod . in = * car ) )
A drink was heard .	hear ( theme = drink )
The cake was helped by Noah .	help ( theme = * cake , agent = Noah )
Olivia was offered a cookie on the table .	offer ( recipient = Olivia , theme = cookie ( nmod . on = * table ) )
A box was doubled .	double ( theme = box )
Liam rolled the cookie .	roll ( agent = Liam , theme = * cookie )
giraffe	giraffe
A shirt was shortened .	shorten ( theme = shirt )
snore	snore
hunt	hunt
love	love
A pen was liked .	like ( theme = pen )
touch	touch
Olivia was given a cake by a dog .	give ( recipient = Olivia , theme = cake , agent = dog )
sleep	sleep
The girl juggled the chalk on a stage .	juggle ( agent = * girl , theme = * chalk ( nmod . on = stage ) )
stab	stab
The rose changed .	change ( theme = * rose )
Emma loved a pupil .	love ( agent = Emma , theme = pupil )
A cat adored a cake in the garden .	adore ( agent = cat , theme = cake ( nmod . in = * garden ) )
collapse	collapse
liver	liver
The hedgehog burned the bear .	burn ( agent = * hedgehog , theme = * bear )
The raisin was found .	find ( theme = * raisin )
A donut was liked by the prisoner .	like ( theme = donut , agent = * prisoner )
crawl	crawl
jog	jog
Emma was given the cake by a prince .	give ( recipient = Emma , theme = * cake , agent = prince )
Hannah intended to walk .	intend ( agent = Hannah , xcomp = walk ( agent = Hannah ) )
spokesman	spokesman
appreciate	appreciate
student	student
Mason	Mason
Liam found a cookie beside a table .	find ( agent = Liam , theme = cookie ( nmod . beside = table ) )
Emma was given the melon in the can .	give ( recipient = Emma , theme = * melon ( nmod . in = * can ) )
crown	crown
The crocodile hoped that the donut was given to a girl by Liam .	hope ( agent = * crocodile , ccomp = give ( theme = * donut , recipient = girl , agent = Liam ) )
The girl ate the block .	eat ( agent = * girl , theme = * block )
A box was cleaned by Emma .	clean ( theme = box , agent = Emma )
Emma lent Harper a box .	lend ( agent = Emma , recipient = Harper , theme = box )
observe	observe
pig	pig
Jayden	Jayden
The boy gave the girl a rose on the stool .	give ( agent = * boy , recipient = * girl , theme = rose ( nmod . on = * stool ) )
frown	frown
The strawberry was brought to Liam by Emma .	bring ( theme = * strawberry , recipient = Liam , agent = Emma )
The sandwich shattered .	shatter ( theme = * sandwich )
scream	scream
nurse	nurse
Liam ate the child .	eat ( agent = Liam , theme = * child )
kid	kid
William threw a chalk in a basket .	throw ( agent = William , theme = chalk ( nmod . in = basket ) )
The baby shortened the cake in the house .	shorten ( agent = * baby , theme = * cake ( nmod . in = * house ) )
Emma ate the cockroach on a road .	eat ( agent = Emma , theme = * cockroach ( nmod . on = road ) )
A strawberry was liked by Emma .	like ( theme = strawberry , agent = Emma )
call	call
discover	discover
improve	improve
float	float
The box was dusted by Emma .	dust ( theme = * box , agent = Emma )
A cake was loved .	love ( theme = cake )
Emma broke a bat on a chair .	break ( agent = Emma , theme = bat ( nmod . on = chair ) )
Michael was promised a bean by Benjamin .	promise ( recipient = Michael , theme = bean , agent = Benjamin )
A rose was helped by Benjamin .	help ( theme = rose , agent = Benjamin )
adore	adore
collapse	collapse
The father liked Emma .	like ( agent = * father , theme = Emma )
The frog found the dog .	find ( agent = * frog , theme = * dog )
A boy liked the girl in a room .	like ( agent = boy , theme = * girl ( nmod . in = room ) )
A strawberry was reddened .	redden ( theme = strawberry )
touch	touch
Liam liked Aria .	like ( agent = Liam , theme = Aria )
inflate	inflate
sneeze	sneeze
spokesman	spokesman
A tool was liked by Lincoln .	like ( theme = tool , agent = Lincoln )
Liam intended to walk .	intend ( agent = Liam , xcomp = walk ( agent = Liam ) )
A box was liked by Christopher .	like ( theme = box , agent = Christopher )
The glue improved .	improve ( theme = * glue )
Emma declared that a cow juggled the jacket .	declare ( agent = Emma , ccomp = juggle ( agent = cow , theme = * jacket ) )
The hero was given a guitar in a house by Emma .	give ( recipient = * hero , theme = guitar ( nmod . in = house ) , agent = Emma )
Emma rolled the brain .	roll ( agent = Emma , theme = * brain )
throw	throw
cloud	cloud
Liam said that the donut was eaten by the girl .	say ( agent = Liam , ccomp = eat ( theme = * donut , agent = * girl ) )
Liam touched a toothbrush .	touch ( agent = Liam , theme = toothbrush )
call	call
A clock was crumpled .	crumple ( theme = clock )
Olivia ate the teacher .	eat ( agent = Olivia , theme = * teacher )
Emma gave Noah the box .	give ( agent = Emma , recipient = Noah , theme = * box )
A girl rolled the cake beside the table .	roll ( agent = girl , theme = * cake ( nmod . beside = * table ) )
enlarge	enlarge
Liam said that Emma liked a dog .	say ( agent = Liam , ccomp = like ( agent = Emma , theme = dog ) )
raisin	raisin
The boy found the cookie in the tin .	find ( agent = * boy , theme = * cookie ( nmod . in = * tin ) )
shorten	shorten
A game was offered to Anthony by the girl .	offer ( theme = game , recipient = Anthony , agent = * girl )
nurse	nurse
Emma blessed Charlotte .	bless ( agent = Emma , theme = Charlotte )
donkey	donkey
monkey	monkey
The girl juggled a moose beside a road .	juggle ( agent = * girl , theme = moose ( nmod . beside = road ) )
slide	slide
A scientist held the cake in the pool .	hold ( agent = scientist , theme = * cake ( nmod . in = * pool ) )
love	love
Emma cleaned the bunny in a house .	clean ( agent = Emma , theme = * bunny ( nmod . in = house ) )
glue	glue
A block was brought to Sofia .	bring ( theme = block , recipient = Sofia )
nurse	nurse
giggle	giggle
observe	observe
study	study
gasp	gasp
Emma hoped that Lucas sneezed .	hope ( agent = Emma , ccomp = sneeze ( agent = Lucas ) )
jog	jog
A cake was given to Jaxon by the director .	give ( theme = cake , recipient = Jaxon , agent = * director )
guitar	guitar
A child crumpled the cake beside a bed .	crumple ( agent = child , theme = * cake ( nmod . beside = bed ) )
The cookie was given to a turtle .	give ( theme = * cookie , recipient = turtle )
A beer was returned to a frog by Emma .	return ( theme = beer , recipient = frog , agent = Emma )
lawyer	lawyer
A kid painted .	paint ( agent = kid )
like	like
A rose was touched by Hannah .	touch ( theme = rose , agent = Hannah )
The girl gave Noah the pen beside a poster .	give ( agent = * girl , recipient = Noah , theme = * pen ( nmod . beside = poster ) )
The donut was changed by Emma .	change ( theme = * donut , agent = Emma )
investigate	investigate
newspaper	newspaper
decompose	decompose
glue	glue
A girl served a fly the fruit .	serve ( agent = girl , recipient = fly , theme = * fruit )
Liam liked Carter .	like ( agent = Liam , theme = Carter )
discover	discover
kid	kid
The raisin was served to Emma .	serve ( theme = * raisin , recipient = Emma )
eat	eat
John was brought the melon .	bring ( recipient = John , theme = * melon )
button	button
Liam held a cat on the mattress .	hold ( agent = Liam , theme = cat ( nmod . on = * mattress ) )
A cat proved that Ethan tried to sneeze .	prove ( agent = cat , ccomp = try ( agent = Ethan , xcomp = sneeze ( agent = Ethan ) ) )
A banana floated .	float ( theme = banana )
Emma poked a cookie beside a stage .	poke ( agent = Emma , theme = cookie ( nmod . beside = stage ) )
wine	wine
The pony slept .	sleep ( agent = * pony )
Olivia investigated the hen .	investigate ( agent = Olivia , theme = * hen )
Benjamin attempted to dance .	attempt ( agent = Benjamin , xcomp = dance ( agent = Benjamin ) )
frown	frown
Charlotte froze the cake beside a speaker .	freeze ( agent = Charlotte , theme = * cake ( nmod . beside = speaker ) )
Mason	Mason
paint	paint
snooze	snooze
collapse	collapse
The boy awarded a radio on the sock to Mason .	award ( agent = * boy , theme = radio ( nmod . on = * sock ) , recipient = Mason )
A cat offered the gumball on a table to Theodore .	offer ( agent = cat , theme = * gumball ( nmod . on = table ) , recipient = Theodore )
A hamburger was mailed to Violet .	mail ( theme = hamburger , recipient = Violet )
slide	slide
The girl sent the donut to the bird .	send ( agent = * girl , theme = * donut , recipient = * bird )
miss	miss
A radio was rolled by the girl .	roll ( theme = radio , agent = * girl )
The cake was collapsed by the bear .	collapse ( theme = * cake , agent = * bear )
wine	wine
A shirt was frozen by Emma .	freeze ( theme = shirt , agent = Emma )
The doctor walked .	walk ( agent = * doctor )
Eleanor was given a ball beside the stage by a girl .	give ( recipient = Eleanor , theme = ball ( nmod . beside = * stage ) , agent = girl )
The towel was wired to the girl by a boy .	wire ( theme = * towel , recipient = * girl , agent = boy )
crumple	crumple
A cookie was juggled by a boy .	juggle ( theme = cookie , agent = boy )
A donut was forwarded to Liam by the boy .	forward ( theme = donut , recipient = Liam , agent = * boy )
The melon was cleaned by Emma .	clean ( theme = * melon , agent = Emma )
Ava adored Noah .	adore ( agent = Ava , theme = Noah )
The boy rolled Liam .	roll ( agent = * boy , theme = Liam )
Emma rolled the penny on the table .	roll ( agent = Emma , theme = * penny ( nmod . on = * table ) )
dance	dance
jog	jog
Ella split .	split ( theme = Ella )
A girl dusted the box .	dust ( agent = girl , theme = * box )
The girl believed that Emma was served the cookie .	believe ( agent = * girl , ccomp = serve ( recipient = Emma , theme = * cookie ) )
pig	pig
A sandwich was burned by a girl .	burn ( theme = sandwich , agent = girl )
Bella	Bella
The cake was liked by the host .	like ( theme = * cake , agent = * host )
The toy was worshipped by Emma .	worship ( theme = * toy , agent = Emma )
A pizza was offered to Emma by the doctor .	offer ( theme = pizza , recipient = Emma , agent = * doctor )
The cake was rented to Liam .	rent ( theme = * cake , recipient = Liam )
A pretzel was liked by the girl .	like ( theme = pretzel , agent = * girl )
study	study
cow	cow
Amelia said that the girl juggled a cake beside a stage .	say ( agent = Amelia , ccomp = juggle ( agent = * girl , theme = cake ( nmod . beside = stage ) ) )
Natalie	Natalie
The cake was known by the boy .	know ( theme = * cake , agent = * boy )
Olivia gave a duck the radio beside the table .	give ( agent = Olivia , recipient = duck , theme = * radio ( nmod . beside = * table ) )
A ball was changed by a boy .	change ( theme = ball , agent = boy )
Emma blessed a cake beside the seat .	bless ( agent = Emma , theme = cake ( nmod . beside = * seat ) )
The melon was liked by the patient .	like ( theme = * melon , agent = * patient )
lawyer	lawyer
Emma liked that a can was rolled .	like ( agent = Emma , ccomp = roll ( theme = can ) )
raisin	raisin
Emma was wired the game in a vehicle by the doctor .	wire ( recipient = Emma , theme = * game ( nmod . in = vehicle ) , agent = * doctor )
A boy liked a citizen on a table .	like ( agent = boy , theme = citizen ( nmod . on = table ) )
enlarge	enlarge
donkey	donkey
Olivia lent the rose to Sophia .	lend ( agent = Olivia , theme = * rose , recipient = Sophia )
toothbrush	toothbrush
The giraffe noticed that a donut was eaten .	notice ( agent = * giraffe , ccomp = eat ( theme = donut ) )
Emma was sold a drink by Ava .	sell ( recipient = Emma , theme = drink , agent = Ava )
cloud	cloud
servant	servant
giraffe	giraffe
The horse loaned Olivia the ball beside a road .	loan ( agent = * horse , recipient = Olivia , theme = * ball ( nmod . beside = road ) )
The donut was eaten by the boy .	eat ( theme = * donut , agent = * boy )
The ball was crumpled .	crumple ( theme = * ball )
Emma served the boy a ball on a tree .	serve ( agent = Emma , recipient = * boy , theme = ball ( nmod . on = tree ) )
A radio was shortened by Penelope .	shorten ( theme = radio , agent = Penelope )
crocodile	crocodile
Penelope lent a girl a banana on the box .	lend ( agent = Penelope , recipient = girl , theme = banana ( nmod . on = * box ) )
The box was given to the student .	give ( theme = * box , recipient = * student )
princess	princess
frown	frown
Olivia reddened .	redden ( theme = Olivia )
wine	wine
A girl adored a cookie .	adore ( agent = girl , theme = cookie )
Emma cooked the donut beside a road .	cook ( agent = Emma , theme = * donut ( nmod . beside = road ) )
The girl gave a box on the table to the dog .	give ( agent = * girl , theme = box ( nmod . on = * table ) , recipient = * dog )
Avery ate .	eat ( agent = Avery )
scoff	scoff
discover	discover
princess	princess
Harper gave the donut in the house to Penelope .	give ( agent = Harper , theme = * donut ( nmod . in = * house ) , recipient = Penelope )
The hamburger was rolled by Evelyn .	roll ( theme = * hamburger , agent = Evelyn )
float	float
love	love
A girl offered a button to the hen .	offer ( agent = girl , theme = button , recipient = * hen )
float	float
The baby ate .	eat ( agent = * baby )
scoff	scoff
A chicken gave a seed in a bakery to the girl .	give ( agent = chicken , theme = seed ( nmod . in = bakery ) , recipient = * girl )
find	find
A ball was heard by the girl .	hear ( theme = ball , agent = * girl )
A cat cleaned a bowl .	clean ( agent = cat , theme = bowl )
Joshua ate .	eat ( agent = Joshua )
improve	improve
A cookie was eaten by a dog .	eat ( theme = cookie , agent = dog )
sketch	sketch
gasp	gasp
The newspaper was given to Liam .	give ( theme = * newspaper , recipient = Liam )
Alexander froze Olivia .	freeze ( agent = Alexander , theme = Olivia )
Emma gave Amelia the purse .	give ( agent = Emma , recipient = Amelia , theme = * purse )
crumple	crumple
button	button
poke	poke
Emma painted the cookie beside the table .	paint ( agent = Emma , theme = * cookie ( nmod . beside = * table ) )
Sofia gasped .	gasp ( agent = Sofia )
The cake was poked .	poke ( theme = * cake )
inflate	inflate
A cat tried to read .	try ( agent = cat , xcomp = read ( agent = cat ) )
The frog appreciated a baby beside the car .	appreciate ( agent = * frog , theme = baby ( nmod . beside = * car ) )
Noah was sold the banana .	sell ( recipient = Noah , theme = * banana )
crawl	crawl
The monster ate the donut .	eat ( agent = * monster , theme = * donut )
The pillow was burned .	burn ( theme = * pillow )
Amelia rolled Emma .	roll ( agent = Amelia , theme = Emma )
jog	jog
The cookie was cooked .	cook ( theme = * cookie )
Daniel gave the cake to a cat .	give ( agent = Daniel , theme = * cake , recipient = cat )
snore	snore
stutter	stutter
James walked .	walk ( agent = James )
A baby lent the cockroach to the dog .	lend ( agent = baby , theme = * cockroach , recipient = * dog )
Liam lent the cake beside a speaker to Emma .	lend ( agent = Liam , theme = * cake ( nmod . beside = speaker ) , recipient = Emma )
touch	touch
grow	grow
A donut was promised to Emma by a baby .	promise ( theme = donut , recipient = Emma , agent = baby )
call	call
lawyer	lawyer
The girl was given the cake by a chicken .	give ( recipient = * girl , theme = * cake , agent = chicken )
pack	pack
examine	examine
seed	seed
The boy was sold the brain in a house by Amelia .	sell ( recipient = * boy , theme = * brain ( nmod . in = house ) , agent = Amelia )
A girl juggled the balloon beside a chair .	juggle ( agent = girl , theme = * balloon ( nmod . beside = chair ) )
The boy heard a cookie in a bathtub .	hear ( agent = * boy , theme = cookie ( nmod . in = bathtub ) )
gasp	gasp
A cat awarded a puppy the drink .	award ( agent = cat , recipient = puppy , theme = * drink )
The girl loved the box .	love ( agent = * girl , theme = * box )
Ava gave the mandarin to a boy .	give ( agent = Ava , theme = * mandarin , recipient = boy )
boy	boy
freeze	freeze
Emma rolled a sailor .	roll ( agent = Emma , theme = sailor )
Jayden	Jayden
Jackson laughed .	laugh ( agent = Jackson )
Liam scoffed .	scoff ( agent = Liam )
A tiger liked the cookie in the car .	like ( agent = tiger , theme = * cookie ( nmod . in = * car ) )
sketch	sketch
The lollipop was poked .	poke ( theme = * lollipop )
A sandwich was rolled by a baby .	roll ( theme = sandwich , agent = baby )
A cake was lent to Emma by Noah .	lend ( theme = cake , recipient = Emma , agent = Noah )
touch	touch
The raisin was fed to the puppy .	feed ( theme = * raisin , recipient = * puppy )
newspaper	newspaper
A chair was eaten by Emma .	eat ( theme = chair , agent = Emma )
pillow	pillow
Emma liked a cookie on a table .	like ( agent = Emma , theme = cookie ( nmod . on = table ) )
Liam juggled Olivia .	juggle ( agent = Liam , theme = Olivia )
The penny was loaned to a child by a girl .	loan ( theme = * penny , recipient = child , agent = girl )
A monkey baked .	bake ( agent = monkey )
A box was rolled by Noah .	roll ( theme = box , agent = Noah )
The boy appreciated that a hippo floated .	appreciate ( agent = * boy , ccomp = float ( theme = hippo ) )
juggle	juggle
freeze	freeze
respect	respect
investigate	investigate
The clock was cleaned .	clean ( theme = * clock )
know	know
Leah brought a box in a house to the frog .	bring ( agent = Leah , theme = box ( nmod . in = house ) , recipient = * frog )
spokesman	spokesman
A donut was fed to the girl by Liam .	feed ( theme = donut , recipient = * girl , agent = Liam )
A book shattered .	shatter ( theme = book )
The sandwich was helped .	help ( theme = * sandwich )
The drink froze .	freeze ( theme = * drink )
sneeze	sneeze
jog	jog
Sophia wired Emma a bucket .	wire ( agent = Sophia , recipient = Emma , theme = bucket )
The teacher forwarded the strawberry to a girl .	forward ( agent = * teacher , theme = * strawberry , recipient = girl )
A rose was liked by the mother .	like ( theme = rose , agent = * mother )
scoff	scoff
A present was given to Penelope .	give ( theme = present , recipient = Penelope )
The cake was returned to Noah by Olivia .	return ( theme = * cake , recipient = Noah , agent = Olivia )
The girl improved .	improve ( theme = * girl )
spokesman	spokesman
The bat was given to the cat .	give ( theme = * bat , recipient = * cat )
bear	bear
notice	notice
bucket	bucket
miss	miss
A sandwich was offered to Lillian .	offer ( theme = sandwich , recipient = Lillian )
The ball was rolled by Jaxon .	roll ( theme = * ball , agent = Jaxon )
Thomas	Thomas
A raisin was eaten by a horse .	eat ( theme = raisin , agent = horse )
grow	grow
A tourist missed a girl in the room .	miss ( agent = tourist , theme = girl ( nmod . in = * room ) )
Jaxon	Jaxon
The penguin ate James .	eat ( agent = * penguin , theme = James )
The muffin was eaten by a host .	eat ( theme = * muffin , agent = host )
A box was returned to Emma .	return ( theme = box , recipient = Emma )
The raisin was posted to a girl .	post ( theme = * raisin , recipient = girl )
Charlotte	Charlotte
Jacob	Jacob
gasp	gasp
Claire	Claire
The balloon was rolled by William .	roll ( theme = * balloon , agent = William )
monkey	monkey
A duck noticed .	notice ( agent = duck )
The fruit was rolled by Emma .	roll ( theme = * fruit , agent = Emma )
Ava was served a spoon on a table by Emma .	serve ( recipient = Ava , theme = spoon ( nmod . on = table ) , agent = Emma )
The girl teleported Penelope a cake in a box .	teleport ( agent = * girl , recipient = Penelope , theme = cake ( nmod . in = box ) )
The monster cleaned .	clean ( agent = * monster )
A cake was eaten by a researcher .	eat ( theme = cake , agent = researcher )
liver	liver
The boy hoped to run .	hope ( agent = * boy , xcomp = run ( agent = * boy ) )
The donut was liked by Victoria .	like ( theme = * donut , agent = Victoria )
The donut was found by Noah .	find ( theme = * donut , agent = Noah )
snap	snap
The boy danced .	dance ( agent = * boy )
The cake was sketched .	sketch ( theme = * cake )
The strawberry was examined .	examine ( theme = * strawberry )
A prince noticed .	notice ( agent = prince )
see	see
Jaxon	Jaxon
A donkey rolled a boy on a stage .	roll ( agent = donkey , theme = boy ( nmod . on = stage ) )
Emma appreciated that the boy said that the jar was posted to David .	appreciate ( agent = Emma , ccomp = say ( agent = * boy , ccomp = post ( theme = * jar , recipient = David ) ) )
William was fed the cookie beside the table by Emma .	feed ( recipient = William , theme = * cookie ( nmod . beside = * table ) , agent = Emma )
cook	cook
Natalie	Natalie
The queen doubled a child .	double ( agent = * queen , theme = child )
The chair was liked .	like ( theme = * chair )
hunt	hunt
A game was helped .	help ( theme = game )
stab	stab
The cake was disintegrated by the donkey .	disintegrate ( theme = * cake , agent = * donkey )
A rose was liked by Henry .	like ( theme = rose , agent = Henry )
A cake was awarded to the child .	award ( theme = cake , recipient = * child )
Hannah	Hannah
freeze	freeze
Ava ate Christopher .	eat ( agent = Ava , theme = Christopher )
The cat wished that the hippo rolled .	wish ( agent = * cat , ccomp = roll ( theme = * hippo ) )
The balloon was given to Michael .	give ( theme = * balloon , recipient = Michael )
Ava was sold the hammer in the car .	sell ( recipient = Ava , theme = * hammer ( nmod . in = * car ) )
A frog rolled a dog beside a helicopter beside the table .	roll ( agent = frog , theme = dog ( nmod . beside = helicopter ( nmod . beside = * table ) ) )
The prisoner admired that a queen gave a boy the cookie .	admire ( agent = * prisoner , ccomp = give ( agent = queen , recipient = boy , theme = * cookie ) )
Liam reddened a cockroach .	redden ( agent = Liam , theme = cockroach )
kid	kid
A hen drew the resident .	draw ( agent = hen , theme = * resident )
The mouse was sold a cake on the stack by a girl .	sell ( recipient = * mouse , theme = cake ( nmod . on = * stack ) , agent = girl )
A donut was enlarged by the fish .	enlarge ( theme = donut , agent = * fish )
Owen froze .	freeze ( theme = Owen )
Logan	Logan
A cookie was loaned to the girl .	loan ( theme = cookie , recipient = * girl )
touch	touch
respect	respect
The box was eaten by Mason .	eat ( theme = * box , agent = Mason )
Emma sold Olivia the drink .	sell ( agent = Emma , recipient = Olivia , theme = * drink )
The book was cooked by Christopher .	cook ( theme = * book , agent = Christopher )
The donut was rolled by a teacher .	roll ( theme = * donut , agent = teacher )
Ellie was sold the cookie by the girl .	sell ( recipient = Ellie , theme = * cookie , agent = * girl )
