The girl was lent a cake beside a table .	lend ( recipient = * girl , theme = cake ( nmod . beside = table ) )
A cake was frozen by a child .	freeze ( theme = cake , agent = child )
Natalie mailed the cake to Emma .	mail ( agent = Natalie , theme = * cake , recipient = Emma )
A boy rented the biscuit to Olivia .	rent ( agent = boy , theme = * biscuit , recipient = Olivia )
Charlotte was given the cake on a table .	give ( recipient = Charlotte , theme = * cake ( nmod . on = table ) )
The girl wanted to giggle .	want ( agent = * girl , xcomp = giggle ( agent = * girl ) )
The dog changed the wolf beside the table .	change ( agent = * dog , theme = * wolf ( nmod . beside = * table ) )
The cake was wired to the boy .	wire ( theme = * cake , recipient = * boy )
The cookie was doubled .	double ( theme = * cookie )
James noticed that Olivia liked the raisin .	notice ( agent = James , ccomp = like ( agent = Olivia , theme = * raisin ) )
The cookie was eaten by Luna .	eat ( theme = * cookie , agent = Luna )
Noah was brought a potato on a device by Thomas .	bring ( recipient = Noah , theme = potato ( nmod . on = device ) , agent = Thomas )
A leaf was offered to Avery .	offer ( theme = leaf , recipient = Avery )
A cake was frozen by the cat .	freeze ( theme = cake , agent = * cat )
A flag was burned by a prisoner .	burn ( theme = flag , agent = prisoner )
Emma awarded a bird the drink on the stool .	award ( agent = Emma , recipient = bird , theme = * drink ( nmod . on = * stool ) )
Emma liked that the teacher ate .	like ( agent = Emma , ccomp = eat ( agent = * teacher ) )
A pen was given to the cat .	give ( theme = pen , recipient = * cat )
The bee thought that a rose was decomposed by Liam .	think ( agent = * bee , ccomp = decompose ( theme = rose , agent = Liam ) )
A girl rolled the hat .	roll ( agent = girl , theme = * hat )
Emma said that the cake inflated .	say ( agent = Emma , ccomp = inflate ( theme = * cake ) )
A girl talked .	talk ( agent = girl )
Emma heard a strawberry .	hear ( agent = Emma , theme = strawberry )
A cake was snapped .	snap ( theme = cake )
Emma adored the pumpkin .	adore ( agent = Emma , theme = * pumpkin )
William was lent the raisin by the dog .	lend ( recipient = William , theme = * raisin , agent = * dog )
Ava returned a cake to Emma .	return ( agent = Ava , theme = cake , recipient = Emma )
The teacher forwarded the strawberry to a girl .	forward ( agent = * teacher , theme = * strawberry , recipient = girl )
Oliver awarded the boy the shell .	award ( agent = Oliver , recipient = * boy , theme = * shell )
A plant was painted .	paint ( theme = plant )
Isabella rolled .	roll ( theme = Isabella )
The cat burned a cake on a road .	burn ( agent = * cat , theme = cake ( nmod . on = road ) )
The cake was shortened by Addison .	shorten ( theme = * cake , agent = Addison )
A donut was disintegrated by William .	disintegrate ( theme = donut , agent = William )
The child lent a banana in a pit to the boy .	lend ( agent = * child , theme = banana ( nmod . in = pit ) , recipient = * boy )
Aiden sold Liam a cookie .	sell ( agent = Aiden , recipient = Liam , theme = cookie )
A girl lent the donut on the computer to Logan .	lend ( agent = girl , theme = * donut ( nmod . on = * computer ) , recipient = Logan )
A rose was liked by a teacher .	like ( theme = rose , agent = teacher )
A cake was awarded to Liam .	award ( theme = cake , recipient = Liam )
The donut was found by the baby .	find ( theme = * donut , agent = * baby )
The nail was packed .	pack ( theme = * nail )
The hammer was rolled .	roll ( theme = * hammer )
The boy nursed a ball beside a table .	nurse ( agent = * boy , theme = ball ( nmod . beside = table ) )
A donut was promised to a girl .	promise ( theme = donut , recipient = girl )
Sebastian dreamed that a melon was eaten .	dream ( agent = Sebastian , ccomp = eat ( theme = melon ) )
The bat was posted to Olivia .	post ( theme = * bat , recipient = Olivia )
Amelia returned the horse the cake .	return ( agent = Amelia , recipient = * horse , theme = * cake )
Emma liked that the ring was eaten by the cat .	like ( agent = Emma , ccomp = eat ( theme = * ring , agent = * cat ) )
William painted a cake .	paint ( agent = William , theme = cake )
The girl painted a cake on the table .	paint ( agent = * girl , theme = cake ( nmod . on = * table ) )
A tool was liked by Lincoln .	like ( theme = tool , agent = Lincoln )
A dog loved to cook .	love ( agent = dog , xcomp = cook ( agent = dog ) )
Liam liked that Lucas cleaned .	like ( agent = Liam , ccomp = clean ( agent = Lucas ) )
Wyatt painted .	paint ( agent = Wyatt )
The coin was liked by the child .	like ( theme = * coin , agent = * child )
The boy rolled a bowl .	roll ( agent = * boy , theme = bowl )
Oliver liked that Noah discovered a boy .	like ( agent = Oliver , ccomp = discover ( agent = Noah , theme = boy ) )
The strawberry was loved .	love ( theme = * strawberry )
James offered a balloon beside the table to a dog .	offer ( agent = James , theme = balloon ( nmod . beside = * table ) , recipient = dog )
The mandarin was eaten .	eat ( theme = * mandarin )
The spoon was seen by the girl .	see ( theme = * spoon , agent = * girl )
The customer liked that a pig believed that a donut was liked by the girl .	like ( agent = * customer , ccomp = believe ( agent = pig , ccomp = like ( theme = donut , agent = * girl ) ) )
The baby was offered a donut beside the table by Noah .	offer ( recipient = * baby , theme = donut ( nmod . beside = * table ) , agent = Noah )
Olivia lent a politician a game beside a cup in a room .	lend ( agent = Olivia , recipient = politician , theme = game ( nmod . beside = cup ( nmod . in = room ) ) )
The bowl was sketched .	sketch ( theme = * bowl )
Layla said that Emma burned .	say ( agent = Layla , ccomp = burn ( theme = Emma ) )
A wine was fed to a girl .	feed ( theme = wine , recipient = girl )
A girl loved to run .	love ( agent = girl , xcomp = run ( agent = girl ) )
The cat passed Abigail the ball .	pass ( agent = * cat , recipient = Abigail , theme = * ball )
A cookie was sent to a girl .	send ( theme = cookie , recipient = girl )
The girl was given a cake beside the seat by Emma .	give ( recipient = * girl , theme = cake ( nmod . beside = * seat ) , agent = Emma )
Emma floated the box .	float ( agent = Emma , theme = * box )
Emma offered a girl a drink on the table .	offer ( agent = Emma , recipient = girl , theme = drink ( nmod . on = * table ) )
The cake was hunted .	hunt ( theme = * cake )
Olivia gave Leo a box in the garden .	give ( agent = Olivia , recipient = Leo , theme = box ( nmod . in = * garden ) )
The pen was slid by Jacob .	slide ( theme = * pen , agent = Jacob )
A cracker was doubled .	double ( theme = cracker )
The child talked .	talk ( agent = * child )
The hamburger was liked .	like ( theme = * hamburger )
A boy gave the cake on a gravel to a girl .	give ( agent = boy , theme = * cake ( nmod . on = gravel ) , recipient = girl )
The girl proved that a cake was seen .	prove ( agent = * girl , ccomp = see ( theme = cake ) )
The cake was pierced by Emma .	pierce ( theme = * cake , agent = Emma )
A girl was given a donut beside a stage by the chicken .	give ( recipient = girl , theme = donut ( nmod . beside = stage ) , agent = * chicken )
The donut was mailed to a chicken by the girl .	mail ( theme = * donut , recipient = chicken , agent = * girl )
A customer was passed the rose .	pass ( recipient = customer , theme = * rose )
Liam sketched a teacher .	sketch ( agent = Liam , theme = teacher )
A cat decomposed .	decompose ( theme = cat )
Ava enlarged .	enlarge ( theme = Ava )
Camila liked that the knife was helped by a researcher .	like ( agent = Camila , ccomp = help ( theme = * knife , agent = researcher ) )
A girl was given a cake in a house by Oliver .	give ( recipient = girl , theme = cake ( nmod . in = house ) , agent = Oliver )
The drink was lent to Isabella .	lend ( theme = * drink , recipient = Isabella )
A cake was liked by Aria .	like ( theme = cake , agent = Aria )
A crown was grown .	grow ( theme = crown )
A turkey hoped that the cookie was eaten by Emma .	hope ( agent = turkey , ccomp = eat ( theme = * cookie , agent = Emma ) )
Joshua forwarded the cookie to the girl .	forward ( agent = Joshua , theme = * cookie , recipient = * girl )
The doll was mailed to a boy by Harper .	mail ( theme = * doll , recipient = boy , agent = Harper )
The champion helped the donut .	help ( agent = * champion , theme = * donut )
A wine was collapsed by the cow .	collapse ( theme = wine , agent = * cow )
A box snapped .	snap ( theme = box )
A cookie was sold to the dog .	sell ( theme = cookie , recipient = * dog )
A teacher sketched .	sketch ( agent = teacher )
Noah rented the bat on the road to a girl .	rent ( agent = Noah , theme = * bat ( nmod . on = * road ) , recipient = girl )
John shortened the cake beside the table .	shorten ( agent = John , theme = * cake ( nmod . beside = * table ) )
A journalist was given a liver .	give ( recipient = journalist , theme = liver )
A cake was offered to Emma by Savannah .	offer ( theme = cake , recipient = Emma , agent = Savannah )
Caleb was given the pancake beside the table by a professor .	give ( recipient = Caleb , theme = * pancake ( nmod . beside = * table ) , agent = professor )
The rose was snapped by the chicken .	snap ( theme = * rose , agent = * chicken )
A drink was awarded to Olivia .	award ( theme = drink , recipient = Olivia )
A cat slid a donut beside the table beside the machine .	slide ( agent = cat , theme = donut ( nmod . beside = * table ( nmod . beside = * machine ) ) )
Luna rolled the human .	roll ( agent = Luna , theme = * human )
A rose was sketched by a cat .	sketch ( theme = rose , agent = cat )
Charlotte declared that a cat wanted to talk .	declare ( agent = Charlotte , ccomp = want ( agent = cat , xcomp = talk ( agent = cat ) ) )
The customer painted the girl beside the computer .	paint ( agent = * customer , theme = * girl ( nmod . beside = * computer ) )
Emma proved that a citizen offered a frog a cake on the stage .	prove ( agent = Emma , ccomp = offer ( agent = citizen , recipient = frog , theme = cake ( nmod . on = * stage ) ) )
The jigsaw was loved .	love ( theme = * jigsaw )
A landlord hoped that the hippo decomposed .	hope ( agent = landlord , ccomp = decompose ( theme = * hippo ) )
A girl snored .	snore ( agent = girl )
A cake was burned by John .	burn ( theme = cake , agent = John )
Emma enlarged a doll beside the table .	enlarge ( agent = Emma , theme = doll ( nmod . beside = * table ) )
A girl noticed Olivia .	notice ( agent = girl , theme = Olivia )
The donut was cleaned by the hen .	clean ( theme = * donut , agent = * hen )
A liver was crumpled .	crumple ( theme = liver )
Mia was handed a liver .	hand ( recipient = Mia , theme = liver )
Nathan handed the child the cake .	hand ( agent = Nathan , recipient = * child , theme = * cake )
The donut was seen by Sophia .	see ( theme = * donut , agent = Sophia )
A strawberry burned .	burn ( theme = strawberry )
A soap was sold to Luke by the girl .	sell ( theme = soap , recipient = Luke , agent = * girl )
The cookie was returned to Noah by Olivia .	return ( theme = * cookie , recipient = Noah , agent = Olivia )
A flower was poked by a girl .	poke ( theme = flower , agent = girl )
The knife was served to a lawyer by the lion .	serve ( theme = * knife , recipient = lawyer , agent = * lion )
Liam rented Emma the donut .	rent ( agent = Liam , recipient = Emma , theme = * donut )
A rose was given to Olivia by Luna .	give ( theme = rose , recipient = Olivia , agent = Luna )
The cat found the block in a barrel .	find ( agent = * cat , theme = * block ( nmod . in = barrel ) )
A child attempted to smirk .	attempt ( agent = child , xcomp = smirk ( agent = child ) )
The cake was passed to Olivia .	pass ( theme = * cake , recipient = Olivia )
The cake was floated by Ava .	float ( theme = * cake , agent = Ava )
A girl ate Evelyn .	eat ( agent = girl , theme = Evelyn )
A doll was rolled by Henry .	roll ( theme = doll , agent = Henry )
The strawberry was given to Mia .	give ( theme = * strawberry , recipient = Mia )
Noah helped Levi .	help ( agent = Noah , theme = Levi )
William drew Emma .	draw ( agent = William , theme = Emma )
The sandwich was respected by Emma .	respect ( theme = * sandwich , agent = Emma )
The boy froze .	freeze ( theme = * boy )
Jack split a bat on the canvas .	split ( agent = Jack , theme = bat ( nmod . on = * canvas ) )
A cake was appreciated .	appreciate ( theme = cake )
The prince ate .	eat ( agent = * prince )
The monster slept .	sleep ( agent = * monster )
A girl drew a box .	draw ( agent = girl , theme = box )
A baby craved to read .	crave ( agent = baby , xcomp = read ( agent = baby ) )
A monkey pierced a girl .	pierce ( agent = monkey , theme = girl )
Ellie gave Ava a donut in a house .	give ( agent = Ellie , recipient = Ava , theme = donut ( nmod . in = house ) )
A bottle was drawn by Sophia .	draw ( theme = bottle , agent = Sophia )
The dog liked that the doctor inflated the girl .	like ( agent = * dog , ccomp = inflate ( agent = * doctor , theme = * girl ) )
The game was helped by Ava .	help ( theme = * game , agent = Ava )
A drink was sold to Owen .	sell ( theme = drink , recipient = Owen )
A frog sold a knife to a boy .	sell ( agent = frog , theme = knife , recipient = boy )
Alexander returned a watch to Aubrey .	return ( agent = Alexander , theme = watch , recipient = Aubrey )
The zebra stabbed the melon on a stage .	stab ( agent = * zebra , theme = * melon ( nmod . on = stage ) )
The block was tolerated by Samuel .	tolerate ( theme = * block , agent = Samuel )
Emma was lent the box in the tent .	lend ( recipient = Emma , theme = * box ( nmod . in = * tent ) )
The giraffe gave a cake on the table to Addison .	give ( agent = * giraffe , theme = cake ( nmod . on = * table ) , recipient = Addison )
The girl appreciated that a sandwich was rented to a boy .	appreciate ( agent = * girl , ccomp = rent ( theme = sandwich , recipient = boy ) )
The bucket split .	split ( theme = * bucket )
The zebra liked the girl .	like ( agent = * zebra , theme = * girl )
The soap was hunted by Emma .	hunt ( theme = * soap , agent = Emma )
A cake was painted .	paint ( theme = cake )
Emma offered a teacher the scarf beside a bed .	offer ( agent = Emma , recipient = teacher , theme = * scarf ( nmod . beside = bed ) )
The book was drawn by the priest .	draw ( theme = * book , agent = * priest )
Emma cleaned the dog .	clean ( agent = Emma , theme = * dog )
Olivia nursed Liam .	nurse ( agent = Olivia , theme = Liam )
Eleanor liked Emma .	like ( agent = Eleanor , theme = Emma )
Ava passed Benjamin the lollipop .	pass ( agent = Ava , recipient = Benjamin , theme = * lollipop )
inflate	inflate
Emma was given the box by the girl .	give ( recipient = Emma , theme = * box , agent = * girl )
Emma wished to sleep .	wish ( agent = Emma , xcomp = sleep ( agent = Emma ) )
Julian shattered .	shatter ( theme = Julian )
The game was sent to Olivia by a doctor .	send ( theme = * game , recipient = Olivia , agent = doctor )
The box was grown .	grow ( theme = * box )
A boy examined the donut on a stage .	examine ( agent = boy , theme = * donut ( nmod . on = stage ) )
The boy gave a bowl on a stage to Emma .	give ( agent = * boy , theme = bowl ( nmod . on = stage ) , recipient = Emma )
Emma painted Olivia .	paint ( agent = Emma , theme = Olivia )
A girl loved Ethan .	love ( agent = girl , theme = Ethan )
The cake was returned to the goose by the girl .	return ( theme = * cake , recipient = * goose , agent = * girl )
Alexander preferred to sleep .	prefer ( agent = Alexander , xcomp = sleep ( agent = Alexander ) )
Evelyn studied .	study ( agent = Evelyn )
A banana was painted by Skylar .	paint ( theme = banana , agent = Skylar )
A cake was reddened by Michael .	redden ( theme = cake , agent = Michael )
A cake was given to a child by a guy .	give ( theme = cake , recipient = child , agent = guy )
A cookie was disintegrated by Emma .	disintegrate ( theme = cookie , agent = Emma )
A chair was loved by a boy .	love ( theme = chair , agent = boy )
A crocodile noticed that a director gave a muffin to Emma .	notice ( agent = crocodile , ccomp = give ( agent = director , theme = muffin , recipient = Emma ) )
The child hoped that Sophia was sold the strawberry .	hope ( agent = * child , ccomp = sell ( recipient = Sophia , theme = * strawberry ) )
William liked that a girl smiled .	like ( agent = William , ccomp = smile ( agent = girl ) )
A girl appreciated a monkey .	appreciate ( agent = girl , theme = monkey )
A sandwich was returned to the girl .	return ( theme = sandwich , recipient = * girl )
A sandwich was painted .	paint ( theme = sandwich )
A penny was rolled by William .	roll ( theme = penny , agent = William )
A girl hated to sketch .	hate ( agent = girl , xcomp = sketch ( agent = girl ) )
A teacher planned to walk .	plan ( agent = teacher , xcomp = walk ( agent = teacher ) )
A donut was passed to a visitor .	pass ( theme = donut , recipient = visitor )
Liam crumpled the cake in the house .	crumple ( agent = Liam , theme = * cake ( nmod . in = * house ) )
A cake was sold to a boy by Emma .	sell ( theme = cake , recipient = boy , agent = Emma )
Noah sneezed .	sneeze ( agent = Noah )
The glue was eaten by the girl .	eat ( theme = * glue , agent = * girl )
Elizabeth liked that the glue was sold to Emma .	like ( agent = Elizabeth , ccomp = sell ( theme = * glue , recipient = Emma ) )
A drink was touched .	touch ( theme = drink )
The spoon was liked by Leo .	like ( theme = * spoon , agent = Leo )
A cookie enlarged .	enlarge ( theme = cookie )
A chemical was improved by the girl .	improve ( theme = chemical , agent = * girl )
Ava wanted to walk .	want ( agent = Ava , xcomp = walk ( agent = Ava ) )
The donut was drawn by a girl .	draw ( theme = * donut , agent = girl )
The yogurt was juggled .	juggle ( theme = * yogurt )
A bird gave Isabella a chalk .	give ( agent = bird , recipient = Isabella , theme = chalk )
The donut was sold to Harper by the girl .	sell ( theme = * donut , recipient = Harper , agent = * girl )
Isabella wanted to read .	want ( agent = Isabella , xcomp = read ( agent = Isabella ) )
A donut was drawn .	draw ( theme = donut )
The girl rolled the box .	roll ( agent = * girl , theme = * box )
A cake was handed to a hen .	hand ( theme = cake , recipient = hen )
Gabriel smiled .	smile ( agent = Gabriel )
A turtle hoped to eat .	hope ( agent = turtle , xcomp = eat ( agent = turtle ) )
The girl rolled a drink beside the table .	roll ( agent = * girl , theme = drink ( nmod . beside = * table ) )
The cat saw .	see ( agent = * cat )
Emma slid a dealer .	slide ( agent = Emma , theme = dealer )
Noah slid the cake beside the house .	slide ( agent = Noah , theme = * cake ( nmod . beside = * house ) )
Emma was fed a scarf by the girl .	feed ( recipient = Emma , theme = scarf , agent = * girl )
The box was burned by Aurora .	burn ( theme = * box , agent = Aurora )
The girl dreamed that a jigsaw was appreciated by the butterfly .	dream ( agent = * girl , ccomp = appreciate ( theme = jigsaw , agent = * butterfly ) )
The brick was given to the girl .	give ( theme = * brick , recipient = * girl )
Emma sent the block beside the table to a dog .	send ( agent = Emma , theme = * block ( nmod . beside = * table ) , recipient = dog )
The lamb touched Harper .	touch ( agent = * lamb , theme = Harper )
A shirt was shortened .	shorten ( theme = shirt )
The cookie was eaten by the girl .	eat ( theme = * cookie , agent = * girl )
Jack found the bunny in the house .	find ( agent = Jack , theme = * bunny ( nmod . in = * house ) )
Olivia gave the cake beside a pepper to Emma .	give ( agent = Olivia , theme = * cake ( nmod . beside = pepper ) , recipient = Emma )
The sandwich was rolled by the boy .	roll ( theme = * sandwich , agent = * boy )
Madison liked the donkey .	like ( agent = Madison , theme = * donkey )
Olivia longed to walk .	long ( agent = Olivia , xcomp = walk ( agent = Olivia ) )
A donkey painted .	paint ( agent = donkey )
Liam liked that the cake was drawn .	like ( agent = Liam , ccomp = draw ( theme = * cake ) )
Scarlett lent the box to the director .	lend ( agent = Scarlett , theme = * box , recipient = * director )
The sweetcorn was cooked .	cook ( theme = * sweetcorn )
