a box was wired to the boy beside the stage by a bear	wire ( theme = box , recipient = * boy ( nmod . beside = * stage ) , agent = bear )
a box was slipped to the girl in the house by the cat	slip ( theme = box , recipient = * girl ( nmod . in = * house ) , agent = * cat )
a landlord gave the girl beside the table the crayon on the computer	give ( agent = landlord , recipient = * girl ( nmod . beside = * table ) , theme = * crayon ( nmod . on = * computer ) )
a donut was given to a monkey beside a machine	give ( theme = donut , recipient = monkey ( nmod . beside = machine ) )
the cake was offered to a boy on the stage by the girl	offer ( theme = * cake , recipient = boy ( nmod . on = * stage ) , agent = * girl )
the strawberry was given to the customer on the table by Emma	give ( theme = * strawberry , recipient = * customer ( nmod . on = * table ) , agent = Emma )
the chalk was sold to the cat in a house by Gabriel	sell ( theme = * chalk , recipient = * cat ( nmod . in = house ) , agent = Gabriel )
the girl tolerated that the melon was offered to the boy on the stage	tolerate ( agent = * girl , ccomp = offer ( theme = * melon , recipient = * boy ( nmod . on = * stage ) ) )
a cake was offered to the mouse on the stage	offer ( theme = cake , recipient = * mouse ( nmod . on = * stage ) )
the cake was given to the princess in the room by a baby	give ( theme = * cake , recipient = * princess ( nmod . in = * room ) , agent = baby )
a cake was given to a boy on the bike by a butterfly	give ( theme = cake , recipient = boy ( nmod . on = * bike ) , agent = butterfly )
a cake was offered to a girl on a chair	offer ( theme = cake , recipient = girl ( nmod . on = chair ) )
the melon was sold to a lawyer on the table by Emma	sell ( theme = * melon , recipient = lawyer ( nmod . on = * table ) , agent = Emma )
the ring was served to the girl on the table by the poet	serve ( theme = * ring , recipient = * girl ( nmod . on = * table ) , agent = * poet )
James lended the cake to a giraffe in a house	lend ( agent = James , theme = * cake , recipient = giraffe ( nmod . in = house ) )
the boy liked that the strawberry was offered to a girl beside a boat	like ( agent = * boy , ccomp = offer ( theme = * strawberry , recipient = girl ( nmod . beside = boat ) ) )
a block was given to a baby on a train	give ( theme = block , recipient = baby ( nmod . on = train ) )
the donut was fed to a kid beside a lamp by Liam	feed ( theme = * donut , recipient = kid ( nmod . beside = lamp ) , agent = Liam )
the needle was given to a girl in a room	give ( theme = * needle , recipient = girl ( nmod . in = room ) )
the dog awarded the cake on the table in a van to the bird on a bag	award ( agent = * dog , theme = * cake ( nmod . on = * table ( nmod . in = van ) ) , recipient = * bird ( nmod . on = bag ) )
the chicken lended the cake beside a fox to a child beside the table	lend ( agent = * chicken , theme = * cake ( nmod . beside = fox ) , recipient = child ( nmod . beside = * table ) )
the cake was posted to a pony beside a table	post ( theme = * cake , recipient = pony ( nmod . beside = table ) )
a girl confessed that a duck fed a cake to the goose beside a table	confess ( agent = girl , ccomp = feed ( agent = duck , theme = cake , recipient = * goose ( nmod . beside = table ) ) )
Alexander gave a child beside the desk a pretzel	give ( agent = Alexander , recipient = child ( nmod . beside = * desk ) , theme = pretzel )
a cake was given to a girl in the box by Oliver	give ( theme = cake , recipient = girl ( nmod . in = * box ) , agent = Oliver )
the donut was given to a boy beside the table by Emma	give ( theme = * donut , recipient = boy ( nmod . beside = * table ) , agent = Emma )
Olivia sold the squirrel beside the stage a pen on the stool	sell ( agent = Olivia , recipient = * squirrel ( nmod . beside = * stage ) , theme = pen ( nmod . on = * stool ) )
a boy liked that a box was slipped to a child beside a book by a dog	like ( agent = boy , ccomp = slip ( theme = box , recipient = child ( nmod . beside = book ) , agent = dog ) )
Avery mailed a donut to the cat in the room	mail ( agent = Avery , theme = donut , recipient = * cat ( nmod . in = * room ) )
a human returned a girl on a table a donut	return ( agent = human , recipient = girl ( nmod . on = table ) , theme = donut )
a raisin was brought to the cat beside the log	bring ( theme = raisin , recipient = * cat ( nmod . beside = * log ) )
the melon was wired to the girl on a bag	wire ( theme = * melon , recipient = * girl ( nmod . on = bag ) )
the cat liked that a cake was given to a creature on the table by the chicken	like ( agent = * cat , ccomp = give ( theme = cake , recipient = creature ( nmod . on = * table ) , agent = * chicken ) )
Emma gave a host in the house the box beside the table	give ( agent = Emma , recipient = host ( nmod . in = * house ) , theme = * box ( nmod . beside = * table ) )
the mouse liked that a hammer was offered to a girl in the room	like ( agent = * mouse , ccomp = offer ( theme = hammer , recipient = girl ( nmod . in = * room ) ) )
the cake was awarded to the boy in a cylinder	award ( theme = * cake , recipient = * boy ( nmod . in = cylinder ) )
the donut was rented to the chicken beside the crystal by Liam	rent ( theme = * donut , recipient = * chicken ( nmod . beside = * crystal ) , agent = Liam )
a pen was given to a scientist in a garden by the boy	give ( theme = pen , recipient = scientist ( nmod . in = garden ) , agent = * boy )
the box was given to the boy on a road	give ( theme = * box , recipient = * boy ( nmod . on = road ) )
a cake was fed to the dog in the bush by a doctor	feed ( theme = cake , recipient = * dog ( nmod . in = * bush ) , agent = doctor )
a cake was loaned to the teacher on a tree	loan ( theme = cake , recipient = * teacher ( nmod . on = tree ) )
the frog gave a child beside a seat the raisin in a bush	give ( agent = * frog , recipient = child ( nmod . beside = seat ) , theme = * raisin ( nmod . in = bush ) )
a cake was sold to a baby in the cup	sell ( theme = cake , recipient = baby ( nmod . in = * cup ) )
the consumer offered the girl on the bed the cookie	offer ( agent = * consumer , recipient = * girl ( nmod . on = * bed ) , theme = * cookie )
the cake was offered to the girl on the table	offer ( theme = * cake , recipient = * girl ( nmod . on = * table ) )
a dog lended a judge in the house the cookie	lend ( agent = dog , recipient = judge ( nmod . in = * house ) , theme = * cookie )
Liam liked that a raisin was returned to the bear beside a bed	like ( agent = Liam , ccomp = return ( theme = raisin , recipient = * bear ( nmod . beside = bed ) ) )
a crayon was forwarded to a sailor beside the table by Noah	forward ( theme = crayon , recipient = sailor ( nmod . beside = * table ) , agent = Noah )
a teacher confessed that Evelyn returned a researcher on the table a donut in the bush	confess ( agent = teacher , ccomp = return ( agent = Evelyn , recipient = researcher ( nmod . on = * table ) , theme = donut ( nmod . in = * bush ) ) )
the knife was sold to a baby on a bed by a child	sell ( theme = * knife , recipient = baby ( nmod . on = bed ) , agent = child )
the melon was lended to the girl on the stage by Lucas	lend ( theme = * melon , recipient = * girl ( nmod . on = * stage ) , agent = Lucas )
the cake was given to a girl in the cot	give ( theme = * cake , recipient = girl ( nmod . in = * cot ) )
the box was returned to a kitty beside the table	return ( theme = * box , recipient = kitty ( nmod . beside = * table ) )
the tiger gave the prisoner on a chair the crayon	give ( agent = * tiger , recipient = * prisoner ( nmod . on = chair ) , theme = * crayon )
a boy lended the butterfly beside a table beside the bed a shirt	lend ( agent = boy , recipient = * butterfly ( nmod . beside = table ( nmod . beside = * bed ) ) , theme = shirt )
the cake was lended to a fly on the road by a girl	lend ( theme = * cake , recipient = fly ( nmod . on = * road ) , agent = girl )
the cake was given to a cat in a tub by Sophia	give ( theme = * cake , recipient = cat ( nmod . in = tub ) , agent = Sophia )
Lucas respected that Isabella forwarded a flag in the cabinet to a boy in a glass	respect ( agent = Lucas , ccomp = forward ( agent = Isabella , theme = flag ( nmod . in = * cabinet ) , recipient = boy ( nmod . in = glass ) ) )
a box was slipped to a cow beside the book by Liam	slip ( theme = box , recipient = cow ( nmod . beside = * book ) , agent = Liam )
a boy brought a balloon to the girl in the tin	bring ( agent = boy , theme = balloon , recipient = * girl ( nmod . in = * tin ) )
Emma gave a princess on a corpse the donut in a cart	give ( agent = Emma , recipient = princess ( nmod . on = corpse ) , theme = * donut ( nmod . in = cart ) )
Noah returned the dog on a box on the table a melon	return ( agent = Noah , recipient = * dog ( nmod . on = box ( nmod . on = * table ) ) , theme = melon )
the cookie was given to the girl on the bed by Harper	give ( theme = * cookie , recipient = * girl ( nmod . on = * bed ) , agent = Harper )
Emma said that Olivia handed the doctor beside the book a radio	say ( agent = Emma , ccomp = hand ( agent = Olivia , recipient = * doctor ( nmod . beside = * book ) , theme = radio ) )
a box was mailed to a boy beside the foreigner	mail ( theme = box , recipient = boy ( nmod . beside = * foreigner ) )
the boy said that a bean was given to the girl in the house by Emma	say ( agent = * boy , ccomp = give ( theme = bean , recipient = * girl ( nmod . in = * house ) , agent = Emma ) )
a cake was forwarded to a girl beside a bed by Oliver	forward ( theme = cake , recipient = girl ( nmod . beside = bed ) , agent = Oliver )
the pancake was given to a bear in a room	give ( theme = * pancake , recipient = bear ( nmod . in = room ) )
Emma wished that a lollipop was given to the kid beside the table	wish ( agent = Emma , ccomp = give ( theme = lollipop , recipient = * kid ( nmod . beside = * table ) ) )
the boy gave the muffin to a girl in the bag	give ( agent = * boy , theme = * muffin , recipient = girl ( nmod . in = * bag ) )
Gabriel respected that a drink was offered to a girl beside the table by Liam	respect ( agent = Gabriel , ccomp = offer ( theme = drink , recipient = girl ( nmod . beside = * table ) , agent = Liam ) )
a girl gave a farmer beside a stage the cake on a chair	give ( agent = girl , recipient = farmer ( nmod . beside = stage ) , theme = * cake ( nmod . on = chair ) )
a strawberry was slipped to the guest on a stage by a giraffe	slip ( theme = strawberry , recipient = * guest ( nmod . on = stage ) , agent = giraffe )
the cake was sold to the student beside a book	sell ( theme = * cake , recipient = * student ( nmod . beside = book ) )
Sebastian rented the donut to a student beside a stage	rent ( agent = Sebastian , theme = * donut , recipient = student ( nmod . beside = stage ) )
Liam loaned the cat beside the speaker a block	loan ( agent = Liam , recipient = * cat ( nmod . beside = * speaker ) , theme = block )
the girl noticed that the sheep gave a wine to the crocodile in a house	notice ( agent = * girl , ccomp = give ( agent = * sheep , theme = wine , recipient = * crocodile ( nmod . in = house ) ) )
a rose was sent to a cow beside a bag	send ( theme = rose , recipient = cow ( nmod . beside = bag ) )
Emma sold the girl on the computer a box beside a book	sell ( agent = Emma , recipient = * girl ( nmod . on = * computer ) , theme = box ( nmod . beside = book ) )
the girl liked that the donut was given to the lion in the house	like ( agent = * girl , ccomp = give ( theme = * donut , recipient = * lion ( nmod . in = * house ) ) )
Emma liked that Charlotte said that a cake was forwarded to a baby in a house	like ( agent = Emma , ccomp = say ( agent = Charlotte , ccomp = forward ( theme = cake , recipient = baby ( nmod . in = house ) ) ) )
a flag was rented to a goose on the table	rent ( theme = flag , recipient = goose ( nmod . on = * table ) )
Matthew handed the girl in a box a pillow on the stool	hand ( agent = Matthew , recipient = * girl ( nmod . in = box ) , theme = pillow ( nmod . on = * stool ) )
Sophia said that the bag was given to the boy beside the tent by a cat	say ( agent = Sophia , ccomp = give ( theme = * bag , recipient = * boy ( nmod . beside = * tent ) , agent = cat ) )
Sophia sold a cake to the chicken in the house	sell ( agent = Sophia , theme = cake , recipient = * chicken ( nmod . in = * house ) )
the spokesman gave a cake to the girl beside a table	give ( agent = * spokesman , theme = cake , recipient = * girl ( nmod . beside = table ) )
William liked that a butterfly lended a dog beside a TV the cake beside the book	like ( agent = William , ccomp = lend ( agent = butterfly , recipient = dog ( nmod . beside = TV ) , theme = * cake ( nmod . beside = * book ) ) )
a donut was sold to a girl on the cloth by Julian	sell ( theme = donut , recipient = girl ( nmod . on = * cloth ) , agent = Julian )
Olivia handed the chair to a chief beside a bin	hand ( agent = Olivia , theme = * chair , recipient = chief ( nmod . beside = bin ) )
a girl admired that Ava hoped that Anthony mailed a king on a table a box beside the book	admire ( agent = girl , ccomp = hope ( agent = Ava , ccomp = mail ( agent = Anthony , recipient = king ( nmod . on = table ) , theme = box ( nmod . beside = * book ) ) ) )
a rose was given to a girl in a house by Isabella	give ( theme = rose , recipient = girl ( nmod . in = house ) , agent = Isabella )
the hammer was sold to a girl on the table	sell ( theme = * hammer , recipient = girl ( nmod . on = * table ) )
a teacher declared that a present was given to a donkey beside the table by a girl	declare ( agent = teacher , ccomp = give ( theme = present , recipient = donkey ( nmod . beside = * table ) , agent = girl ) )
Emma gave the donut on a pedestal to a dog in the package	give ( agent = Emma , theme = * donut ( nmod . on = pedestal ) , recipient = dog ( nmod . in = * package ) )
the mouse lended a giraffe beside a stage the chair	lend ( agent = * mouse , recipient = giraffe ( nmod . beside = stage ) , theme = * chair )
a bird hoped that the girl fed a cake in the backyard in a room to the customer beside a machine	hope ( agent = bird , ccomp = feed ( agent = * girl , theme = cake ( nmod . in = * backyard ( nmod . in = room ) ) , recipient = * customer ( nmod . beside = machine ) ) )
the cake was given to the girl on the table by Liam	give ( theme = * cake , recipient = * girl ( nmod . on = * table ) , agent = Liam )
the lollipop was lended to a judge on a table by the monkey	lend ( theme = * lollipop , recipient = judge ( nmod . on = table ) , agent = * monkey )
the block was given to the baby in a house	give ( theme = * block , recipient = * baby ( nmod . in = house ) )
the dog fed a hat to the girl on a podium	feed ( agent = * dog , theme = hat , recipient = * girl ( nmod . on = podium ) )
a cookie was lended to the girl beside the keyboard	lend ( theme = cookie , recipient = * girl ( nmod . beside = * keyboard ) )
a pen was given to the girl beside a rock by Abigail	give ( theme = pen , recipient = * girl ( nmod . beside = rock ) , agent = Abigail )
Emma lended a cake to the girl on a glacier	lend ( agent = Emma , theme = cake , recipient = * girl ( nmod . on = glacier ) )
a cracker was offered to the child in a palace	offer ( theme = cracker , recipient = * child ( nmod . in = palace ) )
Audrey gave a cat on the tree the muffin	give ( agent = Audrey , recipient = cat ( nmod . on = * tree ) , theme = * muffin )
a cake was sold to the scientist on a TV by the giraffe	sell ( theme = cake , recipient = * scientist ( nmod . on = TV ) , agent = * giraffe )
a duck gave a cake to a cat beside the house	give ( agent = duck , theme = cake , recipient = cat ( nmod . beside = * house ) )
a boy returned the girl on the table the sweetcorn	return ( agent = boy , recipient = * girl ( nmod . on = * table ) , theme = * sweetcorn )
Charlotte gave the kid beside a table the drink on the counter	give ( agent = Charlotte , recipient = * kid ( nmod . beside = table ) , theme = * drink ( nmod . on = * counter ) )
Olivia liked that the drink was lended to a baby on the stage by a child	like ( agent = Olivia , ccomp = lend ( theme = * drink , recipient = baby ( nmod . on = * stage ) , agent = child ) )
a clock was given to the girl on a bed	give ( theme = clock , recipient = * girl ( nmod . on = bed ) )
the box was lended to the teacher on a table	lend ( theme = * box , recipient = * teacher ( nmod . on = table ) )
the girl wished that Ava lended a dog beside the chair the raisin in a dumpster	wish ( agent = * girl , ccomp = lend ( agent = Ava , recipient = dog ( nmod . beside = * chair ) , theme = * raisin ( nmod . in = dumpster ) ) )
the cake was brought to the girl beside the seat	bring ( theme = * cake , recipient = * girl ( nmod . beside = * seat ) )
Emma served the gumball to the tiger in a house	serve ( agent = Emma , theme = * gumball , recipient = * tiger ( nmod . in = house ) )
a box was mailed to the girl beside the table by Liam	mail ( theme = box , recipient = * girl ( nmod . beside = * table ) , agent = Liam )
the donut was given to the squirrel on the stage by a child	give ( theme = * donut , recipient = * squirrel ( nmod . on = * stage ) , agent = child )
the raisin was given to a girl in a garden	give ( theme = * raisin , recipient = girl ( nmod . in = garden ) )
a cake was given to the girl on a bed	give ( theme = cake , recipient = * girl ( nmod . on = bed ) )
the cake was given to the girl beside a bear	give ( theme = * cake , recipient = * girl ( nmod . beside = bear ) )
a cat liked that a brick was posted to a girl in a house	like ( agent = cat , ccomp = post ( theme = brick , recipient = girl ( nmod . in = house ) ) )
a cake was brought to a monster on a surface	bring ( theme = cake , recipient = monster ( nmod . on = surface ) )
a cookie was lended to a girl beside the stage	lend ( theme = cookie , recipient = girl ( nmod . beside = * stage ) )
a cake was lended to a sheep in the box	lend ( theme = cake , recipient = sheep ( nmod . in = * box ) )
Noah hoped that a boy gave a cake to the girl in the crib	hope ( agent = Noah , ccomp = give ( agent = boy , theme = cake , recipient = * girl ( nmod . in = * crib ) ) )
the professor gave the girl on the table the box beside the bed	give ( agent = * professor , recipient = * girl ( nmod . on = * table ) , theme = * box ( nmod . beside = * bed ) )
the lawyer said that a cake was sent to a girl on a bench	say ( agent = * lawyer , ccomp = send ( theme = cake , recipient = girl ( nmod . on = bench ) ) )
the cake was given to a girl on a road by a dog	give ( theme = * cake , recipient = girl ( nmod . on = road ) , agent = dog )
Noah liked that a cake was sent to the president on a speaker by Liam	like ( agent = Noah , ccomp = send ( theme = cake , recipient = * president ( nmod . on = speaker ) , agent = Liam ) )
a donut was passed to a princess beside a table	pass ( theme = donut , recipient = princess ( nmod . beside = table ) )
the scientist thought that the pen was given to the queen in the pot	think ( agent = * scientist , ccomp = give ( theme = * pen , recipient = * queen ( nmod . in = * pot ) ) )
a duck served the boy beside a bed a cake in a bottle	serve ( agent = duck , recipient = * boy ( nmod . beside = bed ) , theme = cake ( nmod . in = bottle ) )
the hamburger was promised to the girl beside a shoe	promise ( theme = * hamburger , recipient = * girl ( nmod . beside = shoe ) )
a cake was given to the child in the house by a cat	give ( theme = cake , recipient = * child ( nmod . in = * house ) , agent = cat )
Olivia passed the driver beside a lamp a donut in a refrigerator	pass ( agent = Olivia , recipient = * driver ( nmod . beside = lamp ) , theme = donut ( nmod . in = refrigerator ) )
a nail was sent to a captain in the vehicle by the deer	send ( theme = nail , recipient = captain ( nmod . in = * vehicle ) , agent = * deer )
the boy imagined that a biscuit was loaned to the girl on a table	imagine ( agent = * boy , ccomp = loan ( theme = biscuit , recipient = * girl ( nmod . on = table ) ) )
Emma hoped that a dog gave the baby in a refrigerator a cake	hope ( agent = Emma , ccomp = give ( agent = dog , recipient = * baby ( nmod . in = refrigerator ) , theme = cake ) )
Sophia offered the bird on the road a sandwich in the hole	offer ( agent = Sophia , recipient = * bird ( nmod . on = * road ) , theme = sandwich ( nmod . in = * hole ) )
Theodore served a customer on the stage the box on a sheet	serve ( agent = Theodore , recipient = customer ( nmod . on = * stage ) , theme = * box ( nmod . on = sheet ) )
the girl liked that the crayon was passed to a dog in the house	like ( agent = * girl , ccomp = pass ( theme = * crayon , recipient = dog ( nmod . in = * house ) ) )
a cake was given to a girl in a garden	give ( theme = cake , recipient = girl ( nmod . in = garden ) )
the cookie was brought to the cat in a tube	bring ( theme = * cookie , recipient = * cat ( nmod . in = tube ) )
a strawberry was offered to the duck on a table by the giraffe	offer ( theme = strawberry , recipient = * duck ( nmod . on = table ) , agent = * giraffe )
Emma forwarded a dog in the garden the cookie beside a table in a house	forward ( agent = Emma , recipient = dog ( nmod . in = * garden ) , theme = * cookie ( nmod . beside = table ( nmod . in = house ) ) )
a donut was given to a cat on the table	give ( theme = donut , recipient = cat ( nmod . on = * table ) )
a politician lended a dog beside a table the cake on a road	lend ( agent = politician , recipient = dog ( nmod . beside = table ) , theme = * cake ( nmod . on = road ) )
the girl sold a cookie to a hen beside the road	sell ( agent = * girl , theme = cookie , recipient = hen ( nmod . beside = * road ) )
a patient hoped that the leaf was served to a chicken beside the stage	hope ( agent = patient , ccomp = serve ( theme = * leaf , recipient = chicken ( nmod . beside = * stage ) ) )
the cake was sold to the girl on a seat by James	sell ( theme = * cake , recipient = * girl ( nmod . on = seat ) , agent = James )
Emma gave a donut on the table to a lawyer beside a road	give ( agent = Emma , theme = donut ( nmod . on = * table ) , recipient = lawyer ( nmod . beside = road ) )
a beer was lended to a girl beside a table by the professor	lend ( theme = beer , recipient = girl ( nmod . beside = table ) , agent = * professor )
a donkey gave a cake beside a table to a monkey beside the vehicle	give ( agent = donkey , theme = cake ( nmod . beside = table ) , recipient = monkey ( nmod . beside = * vehicle ) )
the drink was given to a citizen beside the painting	give ( theme = * drink , recipient = citizen ( nmod . beside = * painting ) )
a dog hoped that Olivia lended the bee on a table the cookie	hope ( agent = dog , ccomp = lend ( agent = Olivia , recipient = * bee ( nmod . on = table ) , theme = * cookie ) )
a sandwich was fed to a frog beside a table by Avery	feed ( theme = sandwich , recipient = frog ( nmod . beside = table ) , agent = Avery )
William lended the drink on the canvas to a student beside a table	lend ( agent = William , theme = * drink ( nmod . on = * canvas ) , recipient = student ( nmod . beside = table ) )
the guitar was given to the girl in the drawer	give ( theme = * guitar , recipient = * girl ( nmod . in = * drawer ) )
Penelope forwarded a girl in a room a muffin beside a stage	forward ( agent = Penelope , recipient = girl ( nmod . in = room ) , theme = muffin ( nmod . beside = stage ) )
a chalk was offered to the captain in the house	offer ( theme = chalk , recipient = * captain ( nmod . in = * house ) )
a cake was given to the baby in a container	give ( theme = cake , recipient = * baby ( nmod . in = container ) )
a cake was passed to the girl in a closet	pass ( theme = cake , recipient = * girl ( nmod . in = closet ) )
a sandwich was sold to a bear in the house	sell ( theme = sandwich , recipient = bear ( nmod . in = * house ) )
the girl respected that the professor gave a researcher on a stool a ball in a room in the soup	respect ( agent = * girl , ccomp = give ( agent = * professor , recipient = researcher ( nmod . on = stool ) , theme = ball ( nmod . in = room ( nmod . in = * soup ) ) ) )
the monster loaned a strawberry to the boy on the chair	loan ( agent = * monster , theme = strawberry , recipient = * boy ( nmod . on = * chair ) )
the cake was lended to the girl beside a table	lend ( theme = * cake , recipient = * girl ( nmod . beside = table ) )
a plate was served to the girl in a house by Emma	serve ( theme = plate , recipient = * girl ( nmod . in = house ) , agent = Emma )
Emma liked that the girl passed the baby in the house a sweetcorn	like ( agent = Emma , ccomp = pass ( agent = * girl , recipient = * baby ( nmod . in = * house ) , theme = sweetcorn ) )
Lucas gave a giraffe beside the stage the cake	give ( agent = Lucas , recipient = giraffe ( nmod . beside = * stage ) , theme = * cake )
a donut was fed to a boy in a house	feed ( theme = donut , recipient = boy ( nmod . in = house ) )
a towel was returned to a girl beside the bed	return ( theme = towel , recipient = girl ( nmod . beside = * bed ) )
a cake was lended to a president on the hanger by Emma	lend ( theme = cake , recipient = president ( nmod . on = * hanger ) , agent = Emma )
the rose was lended to the penguin beside the table by Charlotte	lend ( theme = * rose , recipient = * penguin ( nmod . beside = * table ) , agent = Charlotte )
a drink was given to a giraffe in a house	give ( theme = drink , recipient = giraffe ( nmod . in = house ) )
a cake was sold to a dog in the room by Abigail	sell ( theme = cake , recipient = dog ( nmod . in = * room ) , agent = Abigail )
a cake was lended to the dog beside a desk by Elizabeth	lend ( theme = cake , recipient = * dog ( nmod . beside = desk ) , agent = Elizabeth )
the fly gave the cake to the boy in the shoe	give ( agent = * fly , theme = * cake , recipient = * boy ( nmod . in = * shoe ) )
Hazel hoped that a yogurt was handed to a chicken on a stage	hope ( agent = Hazel , ccomp = hand ( theme = yogurt , recipient = chicken ( nmod . on = stage ) ) )
Liam liked that a lollipop was slipped to the pony in a teapot by a girl	like ( agent = Liam , ccomp = slip ( theme = lollipop , recipient = * pony ( nmod . in = teapot ) , agent = girl ) )
a strawberry was lended to the girl beside the stage by a bunny	lend ( theme = strawberry , recipient = * girl ( nmod . beside = * stage ) , agent = bunny )
a donut was given to a baby on a windowsill	give ( theme = donut , recipient = baby ( nmod . on = windowsill ) )
a donut was passed to a fly beside the table	pass ( theme = donut , recipient = fly ( nmod . beside = * table ) )
a donut was mailed to a girl in a cup by Emma	mail ( theme = donut , recipient = girl ( nmod . in = cup ) , agent = Emma )
the bunny believed that the girl passed a customer beside the speaker a cake	believe ( agent = * bunny , ccomp = pass ( agent = * girl , recipient = customer ( nmod . beside = * speaker ) , theme = cake ) )
the donut was promised to a girl beside the bed by Emma	promise ( theme = * donut , recipient = girl ( nmod . beside = * bed ) , agent = Emma )
a raisin was given to the butterfly on the chair	give ( theme = raisin , recipient = * butterfly ( nmod . on = * chair ) )
Emma lended the duck beside a chair the balloon beside a car	lend ( agent = Emma , recipient = * duck ( nmod . beside = chair ) , theme = * balloon ( nmod . beside = car ) )
the wolf declared that Emma gave the soap to the hen on the table	declare ( agent = * wolf , ccomp = give ( agent = Emma , theme = * soap , recipient = * hen ( nmod . on = * table ) ) )
a president offered a donut to the baby in the bottle	offer ( agent = president , theme = donut , recipient = * baby ( nmod . in = * bottle ) )
Elizabeth hoped that Savannah lended a donut in a house to the cat in the room	hope ( agent = Elizabeth , ccomp = lend ( agent = Savannah , theme = donut ( nmod . in = house ) , recipient = * cat ( nmod . in = * room ) ) )
a tourist handed the drink in a trap to the girl in the box	hand ( agent = tourist , theme = * drink ( nmod . in = trap ) , recipient = * girl ( nmod . in = * box ) )
the guitar was lended to the horse on a table by Layla	lend ( theme = * guitar , recipient = * horse ( nmod . on = table ) , agent = Layla )
